UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_Rolling_Mean,Air temperature [K]_Volatility,Air temperature [K]_Delta,Process temperature [K]_Rolling_Mean,Process temperature [K]_Volatility,Process temperature [K]_Delta,Rotational speed [rpm]_Rolling_Mean,Rotational speed [rpm]_Volatility,Rotational speed [rpm]_Delta,Torque [Nm]_Rolling_Mean,Torque [Nm]_Volatility,Torque [Nm]_Delta,Tool wear [min]_Rolling_Mean,Tool wear [min]_Volatility,Tool wear [min]_Delta,Air temperature [K]_Rolling_Delta,Process temperature [K]_Rolling_Delta,Rotational speed [rpm]_Rolling_Delta,Torque [Nm]_Rolling_Delta,Tool wear [min]_Rolling_Delta
688,M15547,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,297.7,0.0,0.0,309.0,0.0,0.0,1616.6,152.32793571764768,27.0,36.019999999999996,8.461796499561977,2.0,32.6,3.9749213828705843,3.0,-0.02000000000000455,0.0,24.2,-1.2799999999999998,3.0
689,H30102,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,297.68,0.044721359557378215,-0.0999999999999659,309.0,0.0,0.0,1588.8,95.80553219934536,204.0,36.42,7.796281164760502,-16.0,35.2,4.438468204234631,3.0,-0.01999999999999318,0.0,-27.8,0.4,2.6
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,297.66,0.054772255756776154,0.0,309.0,0.0,0.0,1552.0,143.60884373881646,-381.0,38.89999999999999,11.557248807566598,29.200000000000003,38.4,5.4129474410899086,5.0,-0.01999999999999318,0.0,-36.8,2.4799999999999995,3.2
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,297.64,0.054772255757018745,0.0,309.0,0.0,0.0,1507.4,145.61352959117434,59.0,41.0,10.359536669175881,-15.399999999999999,42.2,6.379655163094772,5.0,-0.01999999999999318,0.0,-44.6,2.1000000000000005,3.8
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,297.64,0.054772255757018745,0.0999999999999659,309.02000000000004,0.04472135955184478,0.10000000000002274,1519.2,147.64552143563247,150.0,40.78,10.38710739330251,-0.9000000000000057,46.4,7.300684899377713,5.0,0.0,0.02000000000000455,11.8,-0.22000000000000028,4.2
693,L47872,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,297.64,0.054772255757018745,0.0,309.04,0.054772255751998025,0.0,1508.8,148.43584472761222,-84.0,40.720000000000006,10.376271006483961,2.8000000000000043,50.4,7.02139587261691,2.0,0.0,0.02000000000000455,-10.4,-0.05999999999999943,4.0
694,L47873,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,297.65999999999997,0.054772255756776154,0.0,309.06000000000006,0.054772255751974676,0.0,1457.2,78.525155205194,-2.0,43.1,7.126359519418022,-3.8000000000000043,54.2,5.674504383644599,2.0,0.01999999999999318,0.02000000000000455,-51.6,2.38,3.8
695,L47874,L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,297.65999999999997,0.054772255756776154,-0.0999999999999659,309.08000000000004,0.04472135955175899,0.0,1465.2,66.49962405908626,-83.0,41.980000000000004,4.696488049596183,11.700000000000003,57.4,4.219004621946008,2.0,0.0,0.02000000000000455,8.0,-1.1200000000000003,3.2
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,297.65999999999997,0.054772255756776154,0.0,309.08000000000004,0.04472135955175899,-0.10000000000002274,1480.0,59.88321968631783,93.0,43.019999999999996,4.778807382600792,-4.600000000000001,60.0,3.16227766016866,2.0,0.0,0.0,14.8,1.0399999999999991,2.6
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,297.64,0.054772255757018745,0.0,309.06,0.054772255751974676,0.0,1530.4,163.53837470147425,328.0,40.22,9.384934736054355,-20.099999999999998,62.0,3.16227766016866,2.0,-0.01999999999999318,-0.02000000000000455,50.4,-2.7999999999999994,2.0
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,297.62,0.04472135955826955,0.0,309.0,0.12247448713983788,-0.19999999999998863,1525.2,165.9765043613095,-362.0,39.74,9.325931588854788,14.400000000000002,64.2,3.4928498393148497,3.0,-0.01999999999999318,-0.060000000000002274,-5.2,-0.4799999999999997,2.2
699,L47878,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,297.6,0.0,0.0,308.94,0.1341640786506324,0.0,1537.6,163.77667721626236,86.0,40.120000000000005,9.291232426325347,0.5,66.6,3.9749213828705816,3.0,-0.01999999999999318,-0.060000000000002274,12.4,0.3800000000000011,2.4
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,297.58000000000004,0.04472135955890508,-0.10000000000002274,308.86,0.134164078650679,-0.10000000000002274,1542.0,159.1854264686306,-123.0,37.96,7.503532501428875,-1.0,69.0,4.123105625617876,2.0,-0.02000000000000455,-0.08000000000000682,4.4,-2.1599999999999993,2.4
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,297.58000000000004,0.04472135955890508,0.10000000000002274,308.82000000000005,0.1095445115019155,0.10000000000002274,1581.2,166.2323674859977,267.0,35.2,6.561630894830898,-7.600000000000001,72.0,4.949747468306013,5.0,0.0,-0.039999999999997725,39.2,-2.7599999999999993,3.0
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,297.6,0.07071067812409464,0.0999999999999659,308.78000000000003,0.04472135955228165,0.0,1521.2,102.7774294288381,-168.0,38.160000000000004,3.6882245050971996,8.5,75.2,5.263078946776476,3.0,0.01999999999999318,-0.039999999999997725,-60.0,2.96,3.2
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,297.62,0.08366600265784747,0.0,308.8,0.07071067812002771,0.0999999999999659,1536.8,95.49973821953543,16.0,39.88,5.917516370910988,8.199999999999996,78.2,5.118593556828063,2.0,0.01999999999999318,0.01999999999999318,15.6,1.7199999999999989,3.0
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,297.64,0.08944271910400389,0.0,308.82,0.0836660026545088,0.0,1524.8,98.86455380974414,-52.0,40.019999999999996,5.93523377804106,-7.399999999999999,81.2,4.969909455915848,3.0,0.01999999999999318,0.01999999999999318,-12.0,0.13999999999999915,3.0
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,297.67999999999995,0.044721359557454474,0.0,308.86,0.05477225575204597,0.0,1544.8,79.58768748996164,37.0,38.92,6.5978784468948435,-7.199999999999996,84.8,4.969909455915848,5.0,0.039999999999997725,0.039999999999997725,20.0,-1.1,3.6
706,L47885,L,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,297.7,0.0,0.0,308.9,0.07071067811974432,0.10000000000002274,1509.6,19.178112524432493,-9.0,40.24,5.299811317396078,4.5,87.8,5.118593556828063,2.0,0.01999999999999318,0.039999999999997725,-35.2,1.3200000000000003,3.0
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,297.71999999999997,0.04472135955691745,0.10000000000002274,308.93999999999994,0.05477225575179171,0.0,1493.4,38.22695384149509,-73.0,40.88,5.469186411158389,5.099999999999994,90.6,4.979959839195672,2.0,0.02000000000000455,0.039999999999997725,-16.2,0.6399999999999991,2.8
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,297.71999999999997,0.04472135955691745,-0.10000000000002274,308.93999999999994,0.05477225575179171,-0.10000000000002274,1554.8,161.5013931828447,404.0,36.68,6.340504711771725,-15.999999999999996,93.6,4.5055521304277235,3.0,0.0,0.0,61.4,-4.199999999999999,3.0
709,M15568,M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,297.7,0.07071067812319529,-0.0999999999999659,308.91999999999996,0.0836660026542897,-0.0999999999999659,1542.2,171.06782280721237,-422.0,37.67999999999999,7.466726190238897,18.599999999999998,96.4,3.6469165057623414,2.0,-0.01999999999999318,-0.01999999999999318,-12.6,1.0,2.8
710,M15569,M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,297.68,0.08366600265738972,0.0,308.9,0.10000000000078359,0.0,1510.4,190.79648843728702,-59.0,40.88,8.666717948566204,3.8000000000000043,98.8,3.9623225512320173,3.0,-0.01999999999999318,-0.01999999999999318,-31.8,3.2,2.4
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,297.64,0.11401754251305789,-0.10000000000002274,308.84,0.11401754251073168,-0.10000000000002274,1548.4,208.08724131959605,340.0,38.86,10.44260503897373,-21.6,101.4,4.277849927241697,3.0,-0.039999999999997725,-0.060000000000002274,38.0,-2.0200000000000005,2.6
712,L47891,L,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,297.58000000000004,0.08366600265812092,0.0,308.78,0.08366600265470116,0.0,1550.2,206.88571724505246,-254.0,39.440000000000005,10.824416843414685,18.1,104.2,4.4384682042346295,3.0,-0.060000000000002274,-0.060000000000002274,1.8,0.5800000000000012,2.8
713,L47892,L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,297.54,0.054772255758186277,0.0,308.74,0.054772255752680986,0.0,1473.2,130.55726712825987,10.0,41.5,8.710051664599908,-8.600000000000001,106.8,4.4384682042346295,2.0,-0.039999999999997725,-0.039999999999997725,-77.0,2.06,2.6
714,L47893,L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,297.5,0.07071067812496935,-0.10000000000002274,308.7,0.0707106781204618,-0.0999999999999659,1477.8,128.42585409488154,-14.0,41.60000000000001,8.775819050094391,8.799999999999997,109.4,3.9749213828705816,2.0,-0.0400000000000091,-0.039999999999997725,4.6,0.1,2.6
715,L47894,L,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,297.46,0.05477225575913069,0.0,308.65999999999997,0.05477225575304941,0.0,1528.2,118.208290741385,170.0,38.9,7.667463726682999,-10.199999999999996,111.8,3.4928498393148493,2.0,-0.0400000000000091,-0.039999999999997725,50.4,-2.7,2.4
716,L47895,L,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,297.43999999999994,0.0547722557593616,0.0,308.64,0.05477225575316487,0.0,1453.6,101.57657210203446,-285.0,45.1,9.142756695876782,22.9,114.0,3.1622776601686597,2.0,-0.02000000000000455,-0.01999999999999318,-74.6,6.2,2.2
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,297.41999999999996,0.0447213595611175,0.0,308.62,0.044721359553393826,0.0,1449.0,102.6912849272021,96.0,45.019999999999996,9.132469545528183,-13.300000000000004,116.0,3.1622776601686597,2.0,-0.02000000000000455,-0.01999999999999318,-4.6,-0.08000000000000114,2.0
718,L47897,L,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,297.4,0.0,0.0,308.62,0.044721359553393826,0.0999999999999659,1467.4,111.45537223480888,125.0,44.88,9.278846911119922,-8.899999999999999,118.6,4.2190046219460084,5.0,-0.02000000000000455,0.0,18.4,-0.14000000000000057,2.6
719,L47898,L,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,297.41999999999996,0.0447213595611175,0.10000000000002274,308.66,0.08944271910154897,0.10000000000002274,1475.0,110.32452129966303,-68.0,43.4,9.561642118381114,2.1000000000000014,121.2,4.658325879541038,2.0,0.02000000000000455,0.039999999999997725,7.6,-1.4799999999999998,2.6
720,L47899,L,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,297.41999999999996,0.0447213595611175,-0.10000000000002274,308.7,0.10000000000128347,0.0,1442.6,81.03270944501242,-30.0,47.78,10.416669333332985,19.1,123.8,4.658325879541038,2.0,0.0,0.039999999999997725,-32.4,4.38,2.6
721,L47900,L,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,297.41999999999996,0.0447213595611175,0.0,308.76000000000005,0.11401754251089993,0.0999999999999659,1539.6,157.6413651298409,362.0,40.720000000000006,12.56690097040633,-34.3,126.4,4.2190046219460084,2.0,0.0,0.05999999999999091,97.0,-7.06,2.6
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,297.43999999999994,0.0547722557593616,0.10000000000002274,308.82,0.08366600265455339,0.0,1594.8,153.56171397845173,-113.0,37.739999999999995,12.82509259225833,7.099999999999998,129.0,3.162277660168659,2.0,0.02000000000000455,0.05999999999999091,55.2,-2.979999999999999,2.6
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,297.4599999999999,0.054772255759130695,0.0,308.86,0.054772255752067386,0.0,1571.2,171.18469557761236,-269.0,39.3,13.167194082263673,13.800000000000004,131.0,3.162277660168659,2.0,0.02000000000000455,0.039999999999997725,-23.6,1.5600000000000016,2.0
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,297.43999999999994,0.0547722557593616,-0.10000000000002274,308.88,0.04472135955179548,0.0,1575.8,168.30537721653403,73.0,40.760000000000005,13.525457478399744,1.5999999999999943,133.0,3.162277660168659,2.0,-0.02000000000000455,0.01999999999999318,4.6,1.4600000000000002,2.0
725,L47904,L,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,297.46,0.054772255759130695,0.10000000000002274,308.9,0.0,0.0,1564.4,180.6856386102665,-110.0,38.06,10.116471716957424,-1.6999999999999957,135.2,3.492849839314852,3.0,0.02000000000000455,0.01999999999999318,-11.4,-2.6999999999999993,2.2
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,297.46000000000004,0.054772255759130695,-0.10000000000002274,308.88,0.04472135955179548,-0.0999999999999659,1530.6,133.0067667451541,250.0,40.14,7.05854092571542,-10.399999999999999,137.4,3.6469165057623396,2.0,0.0,-0.01999999999999318,-33.8,2.0800000000000005,2.2
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,297.44,0.0547722557593616,0.0,308.86,0.054772255752067386,0.0,1517.0,113.9824547901993,-12.0,41.440000000000005,5.314414360962035,3.1999999999999957,139.6,3.6469165057623396,2.0,-0.02000000000000455,-0.01999999999999318,-13.6,1.3,2.2
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,297.4,0.07071067812585716,-0.0999999999999659,308.8,0.12247448713996116,-0.19999999999998863,1531.4,103.86914845130785,-129.0,40.019999999999996,5.172233560078225,0.20000000000000284,142.0,3.8078865529321906,3.0,-0.039999999999997725,-0.05999999999999091,14.4,-1.4200000000000004,2.4
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,297.4,0.07071067812585716,0.0999999999999659,308.76,0.11401754251085694,0.0999999999999659,1516.4,114.41721898385676,-74.0,40.82000000000001,6.5201226982319485,12.699999999999996,145.0,4.690415759823622,5.0,0.0,-0.039999999999997725,-15.0,0.8,3.0
730,L47909,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,297.36,0.05477225576026905,-0.0999999999999659,308.70000000000005,0.10000000000119606,-0.0999999999999659,1555.6,91.58220351138002,161.0,39.44,6.244437524709447,-12.599999999999994,148.0,5.431390245600274,3.0,-0.039999999999997725,-0.05999999999999091,39.2,-1.3799999999999997,3.0
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,297.34000000000003,0.05477225576051164,0.0,308.65999999999997,0.08944271910140397,0.0,1521.8,83.4727500445494,-115.0,42.74,7.086113180016211,13.0,151.0,5.431390245600274,2.0,-0.01999999999999318,-0.039999999999997725,-33.8,3.3,3.0
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,297.32,0.04472135956254745,0.0,308.62,0.04472135955296007,0.0,1482.4,65.33605436510398,-40.0,45.86,7.565249500181698,2.299999999999997,154.2,4.969909455915854,3.0,-0.01999999999999318,-0.039999999999997725,-39.4,3.12,3.2
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,297.3,0.07071067812680475,-0.10000000000002274,308.62,0.04472135955296007,0.0,1567.4,209.57409191023544,493.0,42.760000000000005,13.011456490339558,-30.9,157.4,4.277849927241702,3.0,-0.02000000000000455,0.0,85.0,-3.1,3.2
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,297.24,0.08944271910691462,-0.0999999999999659,308.56000000000006,0.08944271910158272,-0.20000000000004547,1566.6,210.26007704745047,-503.0,41.1,12.320105519028619,19.9,160.0,4.123105625617882,2.0,-0.05999999999999091,-0.060000000000002274,-0.8,-1.6599999999999995,2.6
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,297.18,0.13038404810912846,-0.10000000000002274,308.52,0.10954451150238284,0.0,1510.4,239.3236302582756,-116.0,44.480000000000004,13.423002644714014,12.600000000000001,162.6,4.277849927241702,3.0,-0.060000000000002274,-0.0400000000000091,-56.2,3.38,2.6
736,L47915,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,297.1,0.15811388301297624,-0.10000000000002274,308.48,0.10954451150242306,0.0,1527.6,238.87402537739388,252.0,40.82,13.792824221311582,-22.200000000000003,165.8,4.969909455915854,5.0,-0.08000000000000682,-0.0400000000000091,17.2,-3.660000000000001,3.2
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,297.02,0.13038404811003962,0.0,308.41999999999996,0.10954451150246587,-0.0999999999999659,1552.4,232.69464970213608,-2.0,37.86,11.99658284679431,5.800000000000004,168.8,5.118593556828065,2.0,-0.08000000000000682,-0.060000000000002274,24.8,-2.9599999999999995,3.0
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,296.96,0.08944271910923905,0.0,308.36,0.05477225575346908,0.0,1462.4,105.05617544913689,-81.0,41.28,8.225083586201386,1.0,171.6,4.97995983919567,2.0,-0.060000000000002274,-0.060000000000002274,-90.0,3.4200000000000004,2.8
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,296.9,0.07071067813097337,-0.0999999999999659,308.34,0.0547722557535041,0.0,1479.4,103.54853934266687,32.0,42.06,8.491054115950472,6.699999999999996,175.0,5.147815070493673,5.0,-0.060000000000002274,-0.01999999999999318,17.0,0.7799999999999997,3.4
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,296.88,0.04472135956980674,0.0999999999999659,308.34000000000003,0.0547722557535041,0.0999999999999659,1496.4,68.95868328209167,-116.0,39.5,4.96084670192493,-4.100000000000001,178.2,4.65832587954104,2.0,-0.02000000000000455,0.0,17.0,-2.560000000000001,3.2
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,296.88,0.04472135956980674,0.0,308.34,0.0547722557535041,0.0,1475.0,61.66846844214497,60.0,42.4,3.8967935536796725,5.100000000000001,180.8,4.65832587954104,2.0,0.0,0.0,-21.4,2.9,2.6
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,296.88,0.04472135956980674,0.0,308.34000000000003,0.0547722557535041,-0.0999999999999659,1466.6,49.757411508234945,63.0,42.52,3.7412564734323492,-8.100000000000001,183.6,4.505552130427723,3.0,0.0,0.0,-8.4,0.11999999999999886,2.8
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,296.86,0.05477225576693762,-0.0999999999999659,308.32,0.08366600265540307,-0.10000000000002274,1500.4,93.87917767002344,130.0,41.62,5.051435439555716,-4.099999999999994,186.4,3.6469165057623396,2.0,-0.01999999999999318,-0.02000000000000455,33.8,-0.9,2.8
744,L47923,L,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,296.86,0.05477225576693762,0.0,308.29999999999995,0.10000000000170552,0.0,1471.4,112.30449679331558,-282.0,43.2,7.409790820259331,19.099999999999994,188.6,3.6469165057623396,2.0,0.0,-0.02000000000000455,-29.0,1.5799999999999996,2.2
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,296.82,0.08366600266447254,-0.10000000000002274,308.24,0.11401754251148696,-0.0999999999999659,1483.4,104.35660017459283,89.0,43.019999999999996,7.463042275104668,-12.899999999999999,190.8,3.4928498393148515,2.0,-0.039999999999997725,-0.05999999999999091,12.0,-0.17999999999999972,2.2
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,296.78,0.08366600266478166,0.0,308.16,0.11401754251160912,-0.10000000000002274,1483.6,104.27751435472474,1.0,43.78,8.121391506386049,9.800000000000004,193.0,3.162277660168659,2.0,-0.039999999999997725,-0.07999999999999545,0.2,0.7600000000000009,2.2
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,296.76,0.054772255768129816,0.10000000000002274,308.12,0.08366600265579245,0.10000000000002274,1438.8,132.72603361812565,-162.0,48.42,10.76275986910418,11.299999999999997,195.0,3.162277660168659,2.0,-0.01999999999999318,-0.039999999999997725,-44.8,4.640000000000001,2.0
748,L47927,L,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,296.76000000000005,0.054772255768129816,0.0,308.1,0.07071067812152042,0.0,1381.4,69.19031724164748,67.0,51.14,7.715763086046604,-13.700000000000003,197.0,3.162277660168659,2.0,0.0,-0.01999999999999318,-57.4,2.719999999999999,2.0
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,296.73999999999995,0.05477225576836072,-0.10000000000002274,308.08000000000004,0.04472135955460926,0.0,1414.8,93.06825452322516,172.0,49.64,7.7979484481496435,-2.0,199.0,3.162277660168659,2.0,-0.02000000000000455,-0.01999999999999318,33.4,-1.5,2.0
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,296.72,0.08366600266524198,-0.0999999999999659,308.06,0.05477225575433888,-0.10000000000002274,1520.4,271.4982504547678,450.0,45.92,14.53554264552925,-23.999999999999996,201.6,4.2190046219460084,5.0,-0.01999999999999318,-0.02000000000000455,105.6,-3.7199999999999998,2.6
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,296.71999999999997,0.08366600266524198,0.0999999999999659,308.06,0.05477225575433888,0.0,1537.2,268.71490468524405,-443.0,43.14,14.720835574110575,14.499999999999996,204.2,4.6583258795410405,2.0,0.0,0.0,16.8,-2.780000000000001,2.6
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,296.72,0.08366600266524198,0.10000000000002274,308.06000000000006,0.05477225575433888,0.10000000000002274,1648.0,254.63601473475782,308.0,35.58,12.083749418123475,-12.599999999999998,206.8,4.6583258795410405,2.0,0.0,0.0,110.8,-7.56,2.6
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,296.74,0.11401754251847275,0.0999999999999659,308.06,0.05477225575433888,0.0,1661.2,236.80097128179142,-421.0,35.660000000000004,12.189872845932376,24.500000000000004,209.6,4.5055521304277235,3.0,0.01999999999999318,0.0,13.2,0.08000000000000114,2.8
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,296.76000000000005,0.11401754251835373,-0.0999999999999659,308.04,0.05477225575437909,-0.10000000000002274,1662.8,235.70044548112293,114.0,34.480000000000004,11.143024724014548,-8.300000000000004,212.4,3.6469165057623405,2.0,0.02000000000000455,-0.02000000000000455,1.6,-1.1799999999999997,2.8
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,296.82,0.08366600266441565,0.0999999999999659,308.06000000000006,0.05477225575435574,0.10000000000002274,1563.8,162.93464947640754,-53.0,38.88,9.326682153906582,3.8999999999999986,214.6,3.6469165057623405,2.0,0.05999999999999091,0.02000000000000455,-99.0,4.3999999999999995,2.2
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,296.84000000000003,0.054772255767063474,-0.0999999999999659,308.08000000000004,0.04472135955467519,0.0,1555.2,165.941857287424,9.0,40.260000000000005,9.451613618848347,-0.5999999999999943,217.0,3.8078865529321915,3.0,0.02000000000000455,0.02000000000000455,-8.6,1.3800000000000012,2.4
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,296.84,0.054772255767063474,0.0,308.06,0.05477225575435574,-0.10000000000002274,1503.4,60.686077480751656,92.0,43.5,3.425638626592071,-3.3000000000000043,220.0,4.690415759823622,5.0,0.0,-0.02000000000000455,-51.8,3.2399999999999998,3.0
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,296.84000000000003,0.054772255767063474,0.0999999999999659,308.06000000000006,0.05477225575435574,0.10000000000002274,1530.0,42.514703338960175,-29.0,40.5,4.211294337849058,-6.699999999999996,222.8,5.118593556828065,2.0,0.0,0.0,26.6,-3.0,2.8
